Total_size,LotArea,Neighborhood,OverallQual,Age_at_sale,YrSold
2108.0,13014,Sawyer,6,30,2008
2044.0,10265,Sawyer,5,3,2008
1988.0,7703,Sawyer,6,30,2008
1564.0,9981,Sawyer,5,41,2008
2692.0,7400,Sawyer,5,24,2008
2840.0,12900,Sawyer,5,58,2008
1894.0,9239,Sawyer,5,5,2008
2585.0,14175,Sawyer,6,52,2008
3335.0,10532,ClearCr,5,48,2008
2313.0,8375,Sawyer,5,35,2008
2520.0,10200,Sawyer,5,38,2008
2601.0,20270,ClearCr,7,29,2008
1328.0,5190,Edwards,7,58,2008
2553.0,19550,Edwards,5,1,2008
2701.0,9571,Edwards,5,52,2008
1728.0,9350,Edwards,5,33,2008
1873.0,9360,Edwards,6,7,2008
4207.0,9771,SawyerW,6,6,2008
3431.0,9938,SawyerW,7,14,2008
3008.0,14171,SawyerW,7,14,2008
2509.0,10541,SawyerW,7,12,2008
1840.0,10616,CollgCr,7,1,2008
2479.0,9345,CollgCr,8,1,2008
5709.0,11778,CollgCr,9,0,2008
3793.0,11778,CollgCr,9,0,2008
3092.0,11454,SawyerW,8,13,2008
3066.0,11500,ClearCr,6,42,2008
2240.0,9750,CollgCr,5,14,2008
3284.0,8696,CollgCr,7,10,2008
3059.0,13142,CollgCr,6,11,2008
2711.0,8998,CollgCr,7,8,2008
3112.0,12192,CollgCr,7,7,2008
2483.0,12250,CollgCr,5,30,2008
1946.0,9216,CollgCr,5,33,2008
2682.0,14330,CollgCr,5,7,2008
2731.0,10400,CollgCr,7,7,2008
3866.0,9720,CollgCr,9,6,2008
4039.0,14860,CollgCr,8,5,2008
2923.0,10905,CollgCr,7,5,2008
2324.0,11690,CollgCr,8,8,2008
1930.0,4426,CollgCr,6,4,2008
4314.0,10126,CollgCr,6,10,2008
1939.0,9750,CollgCr,7,4,2008
2434.0,11058,CollgCr,7,1,2008
1995.0,9627,CollgCr,7,1,2008
1965.0,9825,Edwards,5,42,2008
1993.0,12102,Edwards,5,32,2008
2640.0,6500,Edwards,6,32,2008
2147.0,9638,Edwards,6,31,2008
2126.0,7200,Edwards,6,7,2008
4444.0,47007,Edwards,5,12,2008
1152.0,6012,Edwards,4,53,2008
1152.0,6845,Edwards,4,53,2008
1568.0,6931,Edwards,4,53,2008
1053.0,12180,Edwards,5,1,2008
1137.0,8050,Edwards,5,15,2008
1983.0,9520,Edwards,4,55,2008
1516.0,7692,Edwards,4,54,2008
1721.0,5142,Edwards,4,0,2008
1736.0,7290,SWISU,7,58,2008
3360.0,7804,SWISU,6,58,2008
2064.0,8969,Crawfor,6,58,2008
1664.0,15564,Crawfor,6,13,2008
2098.0,7609,Crawfor,8,11,2008
2202.0,9650,Crawfor,6,58,2008
2784.0,11700,Crawfor,5,13,2008
1599.0,9260,Crawfor,5,58,2008
1935.0,7801,Crawfor,6,57,2008
2869.0,9670,Crawfor,8,58,2008
3102.0,12392,Crawfor,7,8,2008
3498.0,26073,Crawfor,5,52,2008
1860.0,1879,Blueste,6,28,2008
1453.0,7000,IDOTRR,6,10,2008
1330.0,6000,IDOTRR,6,2,2008
1200.0,8155,IDOTRR,5,58,2008
2201.0,6000,IDOTRR,5,41,2008
1272.0,7392,IDOTRR,5,13,2008
2641.0,9000,IDOTRR,5,50,2008
1220.0,14584,IDOTRR,1,56,2008
1546.0,5280,IDOTRR,4,58,2008
1244.0,5150,IDOTRR,4,8,2008
1080.0,9000,IDOTRR,4,58,2008
3649.0,3843,Crawfor,8,0,2008
3602.0,3811,Crawfor,7,3,2008
3518.0,23730,Mitchel,7,11,2008
2636.0,11050,Mitchel,7,11,2008
2356.0,10260,Mitchel,5,32,2008
3504.0,9990,Mitchel,4,17,2008
2906.0,4084,Timber,7,22,2008
3361.0,11563,Timber,8,1,2008
3162.0,12852,Timber,8,1,2008
1842.0,9802,Timber,5,1,2008
2278.0,12018,Timber,7,0,2008
1933.0,12890,Timber,6,19,2008
2814.0,18265,Timber,6,22,2008
2936.0,11202,Timber,8,5,2008
3333.0,7915,Timber,6,8,2008
3259.0,11449,Timber,8,1,2008
4427.0,11447,Timber,8,2,2008
3437.0,8940,Mitchel,7,10,2008
1092.0,9278,Mitchel,5,0,2008
2445.0,4500,Mitchel,6,11,2008
3162.0,14137,Mitchel,4,44,2008
2308.0,4224,MeadowV,5,33,2008
2129.0,2665,MeadowV,5,32,2008
1786.0,1974,MeadowV,4,2,2008
1722.0,1596,MeadowV,4,35,2008
2202.0,17979,Mitchel,5,40,2008
1450.0,1477,MeadowV,6,1,2008
1614.0,6490,Mitchel,5,25,2008
1747.0,6600,Mitchel,5,3,2008
2020.0,12395,Mitchel,5,24,2008
2124.0,56600,IDOTRR,5,58,2008
2950.0,10667,NAmes,6,36,2007
1774.0,8872,Gilbert,6,10,2007
2278.0,10147,Gilbert,6,13,2007
3036.0,8637,Gilbert,6,7,2007
2387.0,7875,Gilbert,7,11,2007
2781.0,7500,Gilbert,6,4,2007
1607.0,9556,Gilbert,7,14,2007
2034.0,7655,Gilbert,6,13,2007
2158.0,18160,Gilbert,6,43,2007
1907.0,4740,StoneBr,8,19,2007
2731.0,5118,StoneBr,8,17,2007
4256.0,12328,StoneBr,8,2,2007
4549.0,51974,StoneBr,9,0,2007
3299.0,41600,Gilbert,5,17,2007
2965.0,8035,StoneBr,9,1,2007
4516.0,14082,StoneBr,8,1,2007
3918.0,13870,StoneBr,10,0,2007
2020.0,10960,NWAmes,6,23,2007
2284.0,12090,NWAmes,7,4,2007
3655.0,12299,NWAmes,7,22,2007
3169.0,11339,NWAmes,7,28,2007
2453.0,11850,NWAmes,6,23,2007
2734.0,10400,NWAmes,6,8,2007
2777.0,13001,NWAmes,6,36,2007
3137.0,8991,NWAmes,7,31,2007
3449.0,8000,NWAmes,6,33,2007
2564.0,9457,NAmes,5,17,2007
1982.0,7920,NAmes,5,5,2007
1498.0,17199,NAmes,4,46,2007
1848.0,4113,NAmes,6,6,2007
2789.0,10943,NAmes,6,9,2007
1668.0,2205,BrDale,6,34,2007
1482.0,2058,BrDale,6,34,2007
2012.0,2304,NPkVill,7,29,2007
2073.0,7150,NAmes,5,41,2007
3697.0,12469,NridgHt,9,0,2007
2550.0,11825,NridgHt,8,0,2007
4578.0,14333,NridgHt,8,0,2007
5000.0,13641,NridgHt,9,0,2007
3220.0,13440,NridgHt,8,0,2007
4354.0,15431,NridgHt,10,1,2007
5296.0,13891,NridgHt,9,0,2007
3572.0,13654,NridgHt,9,1,2007
5148.0,17169,NridgHt,10,0,2007
2880.0,16659,NridgHt,8,-1,2007
3664.0,9709,NridgHt,8,0,2007
2645.0,13615,NridgHt,9,1,2007
3872.0,13069,NridgHt,8,3,2007
4141.0,14277,NridgHt,8,4,2007
3261.0,12568,NridgHt,8,0,2007
3670.0,9926,NridgHt,7,1,2007
2394.0,9254,NridgHt,8,2,2007
2704.0,10732,NridgHt,8,0,2007
2799.0,3901,NridgHt,6,1,2007
2963.0,3903,NridgHt,6,1,2007
2584.0,6289,NridgHt,6,1,2007
2205.0,4590,NridgHt,8,1,2007
2989.0,7841,NridgHt,9,2,2007
1898.0,6240,NridgHt,8,1,2007
2883.0,3242,NridgHt,7,4,2007
2068.0,15810,Gilbert,6,0,2007
1936.0,10237,Gilbert,6,1,2007
1912.0,13204,Gilbert,7,0,2007
1935.0,8857,Gilbert,6,1,2007
2096.0,9729,Gilbert,6,0,2007
2632.0,12216,Gilbert,6,2,2007
1944.0,8229,Gilbert,6,0,2007
1856.0,7713,Gilbert,7,0,2007
1720.0,7697,Gilbert,7,0,2007
3303.0,3621,Blmngtn,8,4,2007
1654.0,3710,Blmngtn,7,0,2007
2335.0,16219,Gilbert,7,2,2007
1966.0,11084,Gilbert,7,3,2007
2059.0,10936,Gilbert,7,1,2007
1794.0,11950,Gilbert,7,4,2007
2382.0,7875,Gilbert,7,4,2007
3004.0,8740,Gilbert,7,5,2007
2652.0,9487,Gilbert,6,7,2007
2104.0,9649,Gilbert,6,7,2007
4657.0,12191,NoRidge,8,9,2007
4556.0,10557,NoRidge,9,9,2007
4388.0,11002,NoRidge,8,8,2007
2985.0,10790,NoRidge,7,9,2007
3054.0,11762,NoRidge,8,14,2007
4696.0,9044,NoRidge,8,10,2007
1974.0,9910,Somerst,7,0,2007
3614.0,11830,Somerst,8,0,2007
2046.0,10612,Somerst,8,1,2007
4630.0,12291,Somerst,10,0,2007
2008.0,9965,Somerst,7,0,2007
2791.0,8847,Somerst,8,2,2007
2956.0,8251,Somerst,7,1,2007
2551.0,9605,Somerst,7,1,2007
2689.0,8778,Somerst,8,1,2007
1960.0,8640,Somerst,8,0,2007
1910.0,9000,Somerst,7,0,2007
2732.0,8640,Somerst,8,0,2007
2149.0,10411,Somerst,5,0,2007
3505.0,12217,Somerst,8,0,2007
2178.0,10440,Somerst,8,0,2007
2343.0,11824,Somerst,8,1,2007
3187.0,10625,Somerst,6,3,2007
1100.0,7500,SawyerW,6,0,2007
1143.0,7500,SawyerW,7,1,2007
2399.0,12450,SawyerW,5,3,2007
2052.0,7441,SawyerW,7,1,2007
2792.0,11613,SawyerW,6,10,2007
1549.0,8012,SawyerW,6,27,2007
1691.0,6285,Sawyer,5,30,2007
2538.0,7476,Sawyer,5,39,2007
3794.0,19522,Veenker,7,17,2007
2255.0,10751,Sawyer,5,33,2007
2565.0,12712,Sawyer,6,1,2007
2769.0,4379,Somerst,8,3,2007
1695.0,3523,Somerst,8,0,2007
2101.0,3784,Somerst,8,0,2007
2755.0,3606,Somerst,7,0,2007
2078.0,5330,Somerst,8,0,2007
2506.0,2280,Somerst,6,8,2007
2430.0,2117,Somerst,6,7,2007
1983.0,7321,Somerst,7,7,2007
3564.0,8010,Somerst,8,3,2007
4368.0,8413,Somerst,8,9,2007
3466.0,9466,Veenker,8,12,2007
4640.0,12000,Veenker,7,27,2007
5634.0,17778,Veenker,8,26,2007
1564.0,11700,NWAmes,6,39,2007
3896.0,8000,NWAmes,6,37,2007
2535.0,8723,NWAmes,6,38,2007
2733.0,11700,NWAmes,6,39,2007
2471.0,11358,NWAmes,7,20,2007
2066.0,9547,NWAmes,7,14,2007
3367.0,10530,NWAmes,7,14,2007
2369.0,10738,NWAmes,6,41,2007
2244.0,10800,NWAmes,6,44,2007
1927.0,8050,NAmes,5,14,2007
1754.0,10899,NAmes,4,43,2007
2114.0,7450,NAmes,5,51,2007
2105.0,14357,NAmes,5,46,2007
2448.0,8243,NAmes,5,46,2007
1206.0,8680,NAmes,5,47,2007
2294.0,8800,NAmes,7,41,2007
1976.0,9200,NAmes,6,42,2007
3107.0,8800,NAmes,6,10,2007
2257.0,11382,NAmes,6,43,2007
3548.0,22002,NAmes,6,16,2007
1809.0,12172,NAmes,5,11,2007
965.0,5000,BrkSide,3,57,2007
814.0,3500,BrkSide,3,57,2007
1670.0,5175,BrkSide,5,7,2007
1806.0,9600,NAmes,5,52,2007
2352.0,8668,NAmes,5,39,2007
2314.0,10050,NAmes,5,41,2007
2379.0,9600,NAmes,6,46,2007
2124.0,8760,NAmes,6,8,2007
2224.0,6860,NAmes,5,51,2007
2033.0,8250,NAmes,5,44,2007
1480.0,9100,NAmes,5,47,2007
2991.0,9736,NAmes,6,38,2007
1742.0,9770,NAmes,5,50,2007
2501.0,12198,NAmes,5,32,2007
1840.0,10050,NAmes,5,52,2007
1898.0,11556,NAmes,5,1,2007
2044.0,8078,NAmes,5,49,2007
1799.0,10950,NAmes,6,55,2007
2373.0,7942,NAmes,6,54,2007
1982.0,8540,NAmes,5,4,2007
2042.0,7150,NAmes,4,52,2007
2108.0,8400,NAmes,5,52,2007
2876.0,9532,NAmes,4,54,2007
1636.0,15783,OldTown,5,55,2007
1544.0,14190,OldTown,4,1,2007
1785.0,12099,NAmes,5,3,2007
4286.0,21281,NAmes,5,0,2007
2957.0,10284,OldTown,4,14,2007
1534.0,10800,OldTown,5,8,2007
2652.0,10090,NAmes,7,8,2007
1320.0,8700,NAmes,5,46,2007
2192.0,8300,NAmes,6,39,2007
2027.0,7200,NAmes,5,57,2007
1900.0,7500,NAmes,5,4,2007
2133.0,7315,NAmes,5,49,2007
2305.0,7903,NAmes,5,47,2007
2980.0,8000,NAmes,5,47,2007
1225.0,7000,NAmes,5,46,2007
1710.0,6600,NAmes,5,45,2007
1958.0,6760,NAmes,5,45,2007
1536.0,6978,OldTown,5,27,2007
2148.0,6000,OldTown,6,57,2007
1988.0,4480,OldTown,5,57,2007
1147.0,3153,OldTown,5,17,2007
1451.0,7200,OldTown,5,57,2007
1880.0,9000,OldTown,5,1,2007
1963.0,5925,OldTown,4,57,2007
2140.0,9639,OldTown,4,57,2007
2588.0,10337,OldTown,8,8,2007
2422.0,9863,OldTown,6,57,2007
1880.0,4571,OldTown,5,57,2007
2377.0,8398,OldTown,6,17,2007
2010.0,3600,OldTown,5,2,2007
3030.0,13500,OldTown,7,20,2007
1299.0,8626,OldTown,4,51,2007
1766.0,11800,OldTown,4,5,2007
1912.0,6854,BrkSide,5,13,2007
2653.0,8674,BrkSide,5,57,2007
1804.0,6125,BrkSide,5,9,2007
1725.0,6000,BrkSide,6,57,2007
1124.0,6120,BrkSide,5,57,2007
1989.0,6240,BrkSide,6,57,2007
1650.0,6240,BrkSide,5,55,2007
1656.0,6240,BrkSide,5,15,2007
2011.0,6120,BrkSide,5,57,2007
2672.0,7755,OldTown,6,12,2007
1952.0,8850,BrkSide,6,57,2007
1892.0,8550,BrkSide,5,57,2007
2136.0,5700,OldTown,7,17,2007
1413.0,5680,OldTown,5,57,2007
1430.0,5680,OldTown,5,57,2007
3327.0,13200,IDOTRR,6,44,2007
3003.0,9780,IDOTRR,7,2,2007
3275.0,10320,IDOTRR,6,57,2007
2559.0,4330,IDOTRR,4,49,2007
1634.0,10320,IDOTRR,4,57,2007
3053.0,12888,Sawyer,7,27,2007
2007.0,4484,SWISU,5,28,2007
2232.0,11235,Sawyer,5,44,2007
2809.0,11235,Sawyer,5,27,2007
2102.0,14299,Sawyer,4,43,2007
2338.0,14149,Sawyer,5,6,2007
2314.0,11677,Sawyer,5,41,2007
2192.0,8425,Sawyer,5,17,2007
1617.0,8665,Sawyer,5,39,2007
2114.0,8398,Sawyer,5,40,2007
1878.0,8169,Sawyer,5,41,2007
2606.0,14175,Sawyer,5,9,2007
3559.0,16779,Sawyer,5,11,2007
1784.0,6960,Sawyer,7,9,2007
2529.0,11375,Sawyer,6,12,2007
2542.0,13770,Sawyer,5,9,2007
1458.0,9000,Sawyer,4,57,2007
3264.0,11075,ClearCr,6,23,2007
2201.0,17541,Edwards,5,2,2007
2866.0,22692,Edwards,5,54,2007
1578.0,17808,Edwards,4,57,2007
3302.0,12671,ClearCr,6,13,2007
2449.0,10512,Edwards,6,53,2007
1716.0,5400,SWISU,5,49,2007
1251.0,11515,Edwards,4,13,2007
2340.0,3869,Edwards,5,23,2007
2155.0,9280,Edwards,5,56,2007
2813.0,11100,Edwards,5,13,2007
1642.0,7550,Edwards,4,57,2007
2337.0,23920,SawyerW,6,23,2007
2954.0,9317,SawyerW,7,6,2007
2521.0,9178,CollgCr,8,0,2007
3034.0,10481,CollgCr,8,0,2007
2521.0,10235,CollgCr,8,0,2007
2362.0,11750,CollgCr,7,1,2007
2210.0,8760,CollgCr,8,1,2007
1794.0,7242,CollgCr,7,1,2007
2373.0,9316,CollgCr,7,1,2007
3421.0,8883,SawyerW,7,19,2007
3238.0,20064,ClearCr,8,31,2007
2319.0,14217,CollgCr,5,13,2007
2344.0,10021,CollgCr,6,1,2007
1794.0,8428,CollgCr,5,13,2007
1888.0,16561,CollgCr,5,11,2007
2812.0,10820,CollgCr,7,8,2007
2925.0,12352,CollgCr,7,8,2007
2207.0,9543,CollgCr,7,6,2007
3169.0,8826,CollgCr,7,7,2007
1997.0,11800,CollgCr,5,33,2007
1897.0,8660,CollgCr,5,31,2007
2340.0,9720,CollgCr,5,30,2007
2327.0,8982,CollgCr,5,30,2007
1692.0,16300,CollgCr,5,30,2007
2081.0,9675,CollgCr,5,32,2007
2111.0,7200,CollgCr,5,7,2007
1988.0,7200,CollgCr,4,1,2007
3668.0,11354,CollgCr,7,7,2007
3196.0,8749,CollgCr,7,4,2007
2271.0,8158,CollgCr,7,5,2007
2949.0,11927,CollgCr,8,12,2007
4197.0,12728,CollgCr,8,6,2007
3362.0,15295,CollgCr,7,5,2007
2738.0,17227,CollgCr,8,7,2007
2028.0,8145,CollgCr,7,0,2007
2477.0,8769,CollgCr,7,2,2007
1767.0,8334,CollgCr,6,0,2007
1975.0,8333,CollgCr,7,1,2007
1936.0,9045,CollgCr,5,2,2007
2256.0,9825,Edwards,5,40,2007
2581.0,8308,Edwards,4,44,2007
2162.0,16287,Edwards,5,57,2007
1801.0,8240,Edwards,6,47,2007
2076.0,6285,Edwards,6,31,2007
2812.0,9555,Edwards,5,28,2007
2508.0,7023,Edwards,5,1,2007
10259.0,39290,Edwards,10,-2,2007
2064.0,3675,Edwards,6,2,2007
2260.0,6400,Edwards,5,7,2007
1152.0,6882,Edwards,4,52,2007
1195.0,8741,Edwards,5,57,2007
1503.0,10042,Edwards,6,12,2007
1667.0,8172,Edwards,4,52,2007
2074.0,8172,Edwards,4,52,2007
2963.0,10890,SWISU,5,57,2007
2093.0,7223,Crawfor,5,57,2007
1651.0,6821,Crawfor,6,2,2007
1560.0,4000,Crawfor,7,12,2007
1664.0,6720,Crawfor,6,57,2007
1686.0,7155,Crawfor,6,16,2007
1982.0,7230,Crawfor,7,15,2007
1626.0,13108,Crawfor,5,56,2007
2175.0,7810,Crawfor,4,4,2007
2416.0,6221,Crawfor,5,57,2007
3700.0,25485,Crawfor,6,47,2007
2853.0,21579,Crawfor,6,39,2007
1837.0,1782,Blueste,6,27,2007
2308.0,17871,Crawfor,4,11,2007
2106.0,3907,Blueste,8,19,2007
2755.0,20693,Crawfor,7,36,2007
3417.0,18044,Crawfor,8,21,2007
2310.0,7000,IDOTRR,6,57,2007
1601.0,7288,IDOTRR,5,4,2007
,9060,IDOTRR,5,8,2007
916.0,3672,IDOTRR,5,57,2007
896.0,11067,IDOTRR,2,57,2007
1991.0,8250,IDOTRR,5,1,2007
2760.0,6565,IDOTRR,4,27,2007
1954.0,6060,IDOTRR,5,0,2007
3693.0,5568,Crawfor,8,0,2007
2786.0,12150,Mitchel,6,28,2007
2627.0,10000,Mitchel,5,5,2007
3377.0,12864,Mitchel,7,5,2007
3223.0,9928,Mitchel,7,15,2007
2032.0,8750,Mitchel,7,32,2007
2478.0,8410,Mitchel,6,33,2007
2962.0,4054,Timber,7,20,2007
2740.0,19958,Timber,6,12,2007
2122.0,8368,Timber,7,0,2007
2649.0,8298,Timber,8,0,2007
2063.0,10331,Timber,7,22,2007
2033.0,6718,Timber,8,6,2007
3943.0,11305,Timber,8,5,2007
2062.0,7777,Timber,6,11,2007
3704.0,11800,Timber,7,3,2007
2756.0,12633,Timber,10,0,2007
3075.0,43500,Mitchel,3,54,2007
2316.0,6710,Mitchel,6,10,2007
1597.0,1504,MeadowV,4,35,2007
1792.0,1533,MeadowV,4,37,2007
1476.0,1495,MeadowV,4,37,2007
1378.0,1890,MeadowV,4,31,2007
2609.0,9129,Mitchel,5,30,2007
3032.0,15957,Mitchel,6,30,2007
3460.0,33983,Mitchel,5,13,2007
2494.0,8286,Mitchel,5,30,2007
1592.0,6723,Mitchel,5,36,2007
2863.0,27697,Mitchel,4,46,2007
2770.0,11000,Mitchel,5,4,2007
1676.0,11625,Mitchel,5,24,2007
1691.0,10447,Mitchel,5,23,2007
2752.0,11027,NAmes,6,52,2006
2110.0,10533,NAmes,6,50,2006
3887.0,11765,NAmes,5,49,2006
3050.0,39384,NAmes,6,49,2006
2357.0,11727,NAmes,7,37,2006
2625.0,8238,Gilbert,6,8,2006
2094.0,13041,Gilbert,6,11,2006
2219.0,9783,Gilbert,6,10,2006
2591.0,13128,Gilbert,8,1,2006
3045.0,13751,Gilbert,7,0,2006
3305.0,13108,StoneBr,8,12,2006
2276.0,8076,Gilbert,6,12,2006
1665.0,3701,StoneBr,8,19,2006
4686.0,16023,StoneBr,9,0,2006
4148.0,18062,StoneBr,10,0,2006
3353.0,12292,StoneBr,9,0,2006
4640.0,16052,StoneBr,10,0,2006
3455.0,15922,StoneBr,9,0,2006
3422.0,8147,StoneBr,9,1,2006
4138.0,18261,StoneBr,9,1,2006
2534.0,10464,NWAmes,6,26,2006
2339.0,10530,NWAmes,7,28,2006
2684.0,9927,NWAmes,7,30,2006
3647.0,9512,Somerst,7,0,2006
2908.0,10530,NWAmes,6,6,2006
2320.0,10000,NWAmes,6,32,2006
2090.0,7200,NAmes,4,35,2006
2913.0,8773,NAmes,6,4,2006
1532.0,2760,BrDale,6,33,2006
2207.0,2160,BrDale,5,33,2006
1576.0,1890,BrDale,6,34,2006
1488.0,1680,BrDale,6,34,2006
1738.0,1680,BrDale,6,34,2006
2392.0,4043,NPkVill,6,31,2006
2168.0,7514,NAmes,5,31,2006
1986.0,2280,NPkVill,7,30,2006
1986.0,2179,NPkVill,6,30,2006
4789.0,16387,NridgHt,9,0,2006
2498.0,16163,NridgHt,8,2,2006
2614.0,12228,NridgHt,7,0,2006
4458.0,14780,NridgHt,9,1,2006
2876.0,13975,NridgHt,9,0,2006
3902.0,9942,NridgHt,9,0,2006
2828.0,12867,NridgHt,8,0,2006
3061.0,10672,NridgHt,8,0,2006
4022.0,11643,NridgHt,8,0,2006
3949.0,13758,NridgHt,9,0,2006
3979.0,14828,NridgHt,9,1,2006
3654.0,13215,NridgHt,8,2,2006
2593.0,5911,NridgHt,9,1,2006
3608.0,7740,NridgHt,9,0,2006
2656.0,6373,NridgHt,9,0,2006
1846.0,10237,Gilbert,6,0,2006
1932.0,10237,Gilbert,7,0,2006
1753.0,11660,Gilbert,6,0,2006
3005.0,11631,Gilbert,8,1,2006
1932.0,9073,Gilbert,7,0,2006
2254.0,3087,Blmngtn,7,0,2006
2947.0,2938,Blmngtn,7,4,2006
2995.0,3072,Blmngtn,7,2,2006
1598.0,3010,Blmngtn,7,0,2006
2031.0,9171,Gilbert,7,1,2006
3052.0,8658,Gilbert,6,6,2006
2939.0,12104,Gilbert,7,0,2006
3652.0,9660,NoRidge,8,8,2006
3507.0,9545,NoRidge,8,6,2006
4811.0,9233,NoRidge,9,6,2006
3978.0,10019,NoRidge,8,11,2006
6144.0,17242,NoRidge,9,12,2006
3845.0,10236,NoRidge,8,11,2006
4789.0,12585,NoRidge,8,13,2006
2724.0,12447,Somerst,8,0,2006
4160.0,15218,Somerst,8,0,2006
2014.0,10936,Somerst,8,0,2006
1886.0,8640,Somerst,8,0,2006
5268.0,13162,Somerst,9,0,2006
2331.0,8125,Somerst,6,1,2006
1166.0,7733,SawyerW,6,1,2006
2012.0,11024,SawyerW,7,0,2006
1131.0,13072,SawyerW,6,0,2006
2148.0,7800,SawyerW,7,1,2006
2034.0,7632,SawyerW,7,1,2006
2525.0,8304,SawyerW,6,8,2006
2951.0,9370,SawyerW,6,13,2006
2844.0,7175,SawyerW,6,15,2006
1979.0,7175,SawyerW,6,15,2006
2066.0,9019,SawyerW,6,12,2006
1648.0,9100,Sawyer,5,44,2006
2182.0,8927,Sawyer,6,29,2006
2399.0,9240,Sawyer,5,4,2006
1848.0,9308,Sawyer,5,41,2006
1635.0,8450,Sawyer,5,38,2006
1590.0,8638,Sawyer,5,43,2006
2044.0,13052,Sawyer,5,41,2006
1556.0,8020,Sawyer,5,42,2006
1888.0,8789,Sawyer,5,39,2006
4716.0,14330,Veenker,7,32,2006
4832.0,11025,NoRidge,8,13,2006
1731.0,3628,Somerst,7,2,2006
1623.0,2544,Somerst,7,1,2006
2317.0,2998,Somerst,6,6,2006
1576.0,4447,Somerst,7,3,2006
2128.0,8314,Somerst,7,8,2006
2132.0,7180,Somerst,8,4,2006
2656.0,13110,NWAmes,5,34,2006
2432.0,10140,NWAmes,7,39,2006
2313.0,9600,NAmes,5,38,2006
3144.0,8640,NAmes,5,38,2006
2240.0,9360,NAmes,6,2,2006
1968.0,8400,NAmes,5,38,2006
2114.0,9759,NAmes,5,40,2006
2713.0,9600,NAmes,5,39,2006
3017.0,8800,NAmes,6,6,2006
2926.0,10368,NAmes,6,42,2006
2280.0,9350,NAmes,5,42,2006
2166.0,10800,NAmes,5,46,2006
1630.0,8550,NAmes,6,56,2006
1316.0,9724,NAmes,5,56,2006
2789.0,9600,NAmes,5,16,2006
1904.0,10858,NAmes,5,54,2006
2492.0,9600,NAmes,5,55,2006
1962.0,9462,NAmes,5,33,2006
1662.0,9888,NAmes,5,31,2006
2090.0,8917,NAmes,5,39,2006
2626.0,12700,NAmes,6,42,2006
1438.0,9723,NAmes,6,43,2006
2318.0,8400,NAmes,5,49,2006
2027.0,9610,NAmes,6,48,2006
2629.0,10000,NAmes,5,50,2006
2391.0,10152,NAmes,6,12,2006
2160.0,8092,NAmes,6,6,2006
1946.0,12778,NAmes,5,3,2006
1975.0,10170,NAmes,6,55,2006
2100.0,7700,NAmes,5,50,2006
1812.0,11050,NAmes,5,50,2006
2412.0,13600,NAmes,5,51,2006
1895.0,15428,NAmes,5,15,2006
2830.0,21299,NAmes,7,43,2006
2774.0,13300,NAmes,5,5,2006
4666.0,22136,OldTown,5,31,2006
1961.0,7500,NAmes,6,56,2006
1084.0,10410,OldTown,3,5,2006
1375.0,10914,NAmes,3,56,2006
1000.0,7008,OldTown,4,8,2006
2461.0,7200,OldTown,6,56,2006
2408.0,10818,OldTown,4,56,2006
2020.0,10184,NAmes,6,43,2006
2172.0,9510,NAmes,6,21,2006
3104.0,10800,NAmes,6,14,2006
1956.0,11650,NAmes,7,47,2006
3525.0,18275,NAmes,7,8,2006
2573.0,12144,NAmes,4,56,2006
1440.0,8544,NAmes,3,56,2006
1556.0,8512,NAmes,5,46,2006
2219.0,7000,NAmes,5,45,2006
2382.0,7400,NAmes,7,44,2006
1668.0,7000,NAmes,5,44,2006
1978.0,7000,NAmes,5,44,2006
2638.0,9856,OldTown,5,1,2006
2184.0,9600,OldTown,5,56,2006
2103.0,5520,OldTown,4,26,2006
2197.0,9600,OldTown,6,2,2006
2212.0,6451,OldTown,7,36,2006
1204.0,3960,OldTown,7,56,2006
2527.0,7745,OldTown,4,56,2006
1527.0,7741,OldTown,6,56,2006
1060.0,5633,OldTown,5,56,2006
1392.0,7200,OldTown,4,56,2006
1592.0,7614,OldTown,3,56,2006
2112.0,6000,OldTown,5,51,2006
2016.0,6000,OldTown,5,56,2006
1108.0,7830,OldTown,3,56,2006
1870.0,9576,OldTown,6,56,2006
1090.0,5747,OldTown,3,56,2006
2536.0,6300,OldTown,7,1,2006
1248.0,5976,OldTown,5,56,2006
1584.0,9750,OldTown,5,48,2006
1020.0,4761,IDOTRR,3,56,2006
2067.0,11737,BrkSide,6,10,2006
1767.0,6120,BrkSide,3,56,2006
1504.0,6120,BrkSide,5,22,2006
1026.0,11672,BrkSide,5,56,2006
3062.0,33120,OldTown,6,44,2006
1800.0,10320,IDOTRR,4,56,2006
1720.0,7518,IDOTRR,5,2,2006
819.0,9000,IDOTRR,5,56,2006
1635.0,7200,IDOTRR,6,56,2006
2039.0,12375,Sawyer,5,55,2006
2497.0,11136,Sawyer,6,42,2006
2034.0,21370,Sawyer,5,56,2006
1292.0,8250,Edwards,5,56,2006
1059.0,5220,SWISU,5,56,2006
2202.0,5500,SWISU,7,2,2006
2371.0,11327,Sawyer,5,39,2006
1726.0,10366,Sawyer,6,42,2006
2118.0,9000,Sawyer,5,40,2006
3146.0,9535,Sawyer,5,39,2006
2450.0,7176,Sawyer,6,28,2006
2547.0,9662,Sawyer,5,29,2006
3018.0,8235,Sawyer,5,29,2006
1194.0,17529,Sawyer,5,56,2006
3987.0,20355,ClearCr,7,39,2006
